274,76.394,507,41.286,2.0932e+07
269,97.16,611,42.776,2.6136e+07
267,84.989,529,42.896,2.2692e+07
311,81.659,594,42.754,2.5396e+07
287,138.54,879,45.233,3.976e+07
310,139.16,943,45.748,4.314e+07
279,146.25,889,45.899,4.0804e+07
326,100.38,755,43.343,3.2724e+07
306,128.98,869,45.418,3.9468e+07
269,93.74,584,43.178,2.5216e+07
322,74.137,579,41.23,2.3872e+07
301,89.807,627,43.113,2.7032e+07
315,98.679,704,44.153,3.1084e+07
289,82.782,557,42.952,2.3924e+07
317,74.372,567,41.58,2.3576e+07
262,86.87,535,42.542,2.276e+07
301,91.402,643,42.787,2.7512e+07
311,91.228,654,43.382,2.8372e+07
284,96.592,638,42.997,2.7432e+07
326,92.748,690,43.82,3.0236e+07
247,109.02,593,45.41,2.6928e+07
275,89.673,574,42.962,2.466e+07
294,91.85,613,44.052,2.7004e+07
290,74.083,512,41.961,2.1484e+07
309,81.139,581,43.153,2.5072e+07
296,86.351,591,43.249,2.556e+07
299,110.34,745,44.285,3.2992e+07
291,80.234,547,42.684,2.3348e+07
299,68.147,491,41.499,2.0376e+07
332,108.27,812,44.266,3.5944e+07
295,87.119,584,44.007,2.57e+07
309,92.453,656,43.549,2.8568e+07
286,98.881,654,43.242,2.828e+07
287,100.88,666,43.471,2.8952e+07
251,106.6,614,43.577,2.6756e+07
307,109.19,784,42.755,3.352e+07
323,85.523,638,43.298,2.7624e+07
291,79.753,540,42.978,2.3208e+07
307,79.01,561,43.237,2.4256e+07
285,74.246,489,43.272,2.116e+07
260,70.477,442,41.457,1.8324e+07
279,71.398,475,41.937,1.992e+07
289,79.003,545,41.894,2.2832e+07
321,77.009,595,41.546,2.472e+07
271,103.62,656,42.805,2.808e+07
313,81.495,613,41.612,2.5508e+07
310,110.62,816,42.025,3.4292e+07
319,133.04,953,44.533,4.244e+07
301,87.07,622,42.135,2.6208e+07
300,84.227,583,43.341,2.5268e+07
277,96.448,619,43.16,2.6716e+07
269,82.364,526,42.122,2.2156e+07
282,78,519,42.382,2.1996e+07
285,73.796,500,42.064,2.1032e+07
290,107.43,756,41.212,3.1156e+07
291,76.096,530,41.781,2.2144e+07
290,78.828,553,41.338,2.286e+07
276,78.899,519,41.958,2.1776e+07
265,75.245,471,42.335,1.994e+07
299,89.712,633,42.376,2.6824e+07
290,96.648,652,42.988,2.8028e+07
290,108.29,701,44.799,3.1404e+07
289,79.543,551,41.721,2.2988e+07
319,73.329,561,41.697,2.3392e+07
289,84.318,588,41.442,2.4368e+07
283,83.788,553,42.879,2.3712e+07
296,81.135,560,42.886,2.4016e+07
281,95.516,629,42.671,2.684e+07
305,99.174,708,42.723,3.0248e+07
291,95.216,682,40.628,2.7708e+07
310,80.916,615,40.787,2.5084e+07
283,79.251,544,41.228,2.2428e+07
294,87.075,615,41.626,2.56e+07
313,90.479,674,42.018,2.832e+07
306,114.92,809,43.466,3.5164e+07
259,126.12,731,44.684,3.2664e+07
299,108.4,754,42.987,3.2412e+07
318,97.648,722,43.008,3.1052e+07
286,79.413,523,43.426,2.2712e+07
288,85.764,573,43.106,2.47e+07
302,81.391,574,42.822,2.458e+07
297,79.609,565,41.848,2.3644e+07
288,73.542,495,42.788,2.118e+07
299,85.538,596,42.913,2.5576e+07
322,75.615,573,42.492,2.4348e+07
289,100.58,680,42.747,2.9068e+07
305,79.148,566,42.65,2.414e+07
313,73.687,541,42.632,2.3064e+07
303,82.719,585,42.844,2.5064e+07
312,95.038,694,42.726,2.9652e+07
304,83.474,590,43.01,2.5376e+07
281,81.836,528,43.553,2.2996e+07
292,90.479,630,41.937,2.642e+07
286,92.937,608,43.717,2.658e+07
282,91.943,610,42.505,2.5928e+07
317,91.028,681,42.373,2.8856e+07
310,90.684,669,42.021,2.8112e+07
285,108.97,729,42.601,3.1056e+07
321,95.277,719,42.537,3.0584e+07
312,89.577,648,43.13,2.7948e+07
299,78.435,563,41.655,2.3452e+07
316,95.582,721,41.892,3.0204e+07
315,96.749,710,42.924,3.0476e+07
307,75.7,559,41.574,2.324e+07
329,70.578,562,41.317,2.322e+07
281,83.829,557,42.291,2.3556e+07
289,84.221,583,41.75,2.434e+07
309,87.65,654,41.413,2.7084e+07
309,100.72,710,43.837,3.1124e+07
318,80.591,601,42.642,2.5628e+07
291,99.615,660,43.921,2.8988e+07
301,98.047,672,43.917,2.9512e+07
327,74.446,593,41.052,2.4344e+07
308,83.234,611,41.957,2.5636e+07
302,95.894,685,42.277,2.896e+07
271,98.923,612,43.804,2.6808e+07
325,85.452,657,42.271,2.7772e+07
320,84.375,653,41.348,2.7e+07
335,85.409,681,42.015,2.8612e+07
263,85.11,537,41.683,2.2384e+07
288,73.014,508,41.394,2.1028e+07
250,90.576,525,43.131,2.2644e+07
295,78.617,548,42.321,2.3192e+07
264,76.879,490,41.42,2.0296e+07
299,72.201,526,41.042,2.1588e+07
285,75.298,525,40.876,2.146e+07
286,76.685,521,42.096,2.1932e+07
318,80.78,603,42.6,2.5688e+07
284,68.268,465,41.695,1.9388e+07
275,79.811,522,42.046,2.1948e+07
286,72.42,508,40.772,2.0712e+07
291,85.141,596,41.57,2.4776e+07
294,79.048,544,42.721,2.324e+07
316,87.215,647,42.597,2.756e+07
304,77.513,562,41.929,2.3564e+07
321,82.305,616,42.89,2.642e+07
312,89.038,643,43.204,2.778e+07
294,72.884,517,41.447,2.1428e+07
270,104.84,649,43.618,2.8308e+07
279,94.28,624,42.154,2.6304e+07
287,81.477,548,42.672,2.3384e+07
292,81.918,571,41.891,2.392e+07
302,84.742,591,43.303,2.5592e+07
289,87.322,591,42.701,2.5236e+07
330,87.115,674,42.653,2.8748e+07
301,107.08,737,43.734,3.2232e+07
293,85.174,589,42.37,2.4956e+07
314,95.057,704,42.398,2.9848e+07
293,85.106,572,43.594,2.4936e+07
287,86.286,578,42.844,2.4764e+07
301,83.375,573,43.798,2.5096e+07
296,102.74,683,44.527,3.0412e+07
285,77.025,510,43.043,2.1952e+07
314,80.42,579,43.613,2.5252e+07
281,81.367,538,42.498,2.2864e+07
273,83.604,521,43.808,2.2824e+07
305,85.495,607,42.959,2.6076e+07
299,80.91,590,41.003,2.4192e+07
289,78.159,542,41.675,2.2588e+07
273,79.531,517,41.996,2.1712e+07
286,76.056,515,42.237,2.1752e+07
304,87.342,619,42.895,2.6552e+07
308,98.052,677,44.609,3.02e+07
285,99.004,635,44.435,2.8216e+07
299,92.495,629,43.968,2.7656e+07
295,84.705,591,42.281,2.4988e+07
290,81.917,548,43.35,2.3756e+07
299,72.575,519,41.811,2.17e+07
284,85.014,552,43.739,2.4144e+07
305,93.98,655,43.762,2.8664e+07
287,85.575,580,42.345,2.456e+07
284,81.141,541,42.595,2.3044e+07
305,99.331,696,43.529,3.0296e+07
295,78.454,534,43.341,2.3144e+07
278,84.791,559,42.168,2.3572e+07
266,83.128,517,42.77,2.2112e+07
289,94.201,623,43.698,2.7224e+07
304,80.724,592,41.453,2.454e+07
294,73.619,520,41.623,2.1644e+07
286,93.147,634,42.019,2.664e+07
320,112.88,804,44.925,3.612e+07
287,74.62,502,42.661,2.1416e+07
300,73.747,518,42.71,2.2124e+07
302,108.45,736,44.5,3.2752e+07
299,79.478,551,43.129,2.3764e+07
281,73.665,489,42.331,2.07e+07
290,85.545,610,40.669,2.4808e+07
310,73.458,538,42.327,2.2772e+07
301,79.734,567,42.328,2.4e+07
298,84.792,585,43.193,2.5268e+07
306,118.12,838,43.131,3.6144e+07
294,108.93,743,43.101,3.2024e+07
262,84.443,525,42.141,2.2124e+07
272,79,501,42.89,2.1488e+07
307,93.107,692,41.306,2.8584e+07
306,75.386,553,41.714,2.3068e+07
267,74.891,488,40.975,1.9996e+07
326,79.313,599,43.165,2.5856e+07
305,78.479,553,43.284,2.3936e+07
296,84.635,591,42.389,2.5052e+07
262,75.878,480,41.417,1.988e+07
298,80.027,572,41.692,2.3848e+07
288,71.167,489,41.914,2.0496e+07
294,98.109,656,43.97,2.8844e+07
263,83.407,517,42.429,2.1936e+07
294,78.381,547,42.128,2.3044e+07
291,83.258,579,41.845,2.4228e+07
289,96.042,643,43.166,2.7756e+07
314,97.376,710,43.065,3.0576e+07
257,79.377,489,41.718,2.04e+07
255,91.922,549,42.696,2.344e+07
247,91.433,536,42.134,2.2584e+07
256,92.125,552,42.725,2.3584e+07
308,116.01,844,42.336,3.5732e+07
281,116.21,762,42.856,3.2656e+07
329,92.839,707,43.202,3.0544e+07
304,79.329,577,41.795,2.4116e+07
288,96.333,622,44.605,2.7744e+07
315,90.197,662,42.918,2.8412e+07
304,78.408,560,42.564,2.3836e+07
291,90.598,619,42.591,2.6364e+07
275,85.091,532,43.985,2.34e+07
291,84.509,573,42.918,2.4592e+07
327,90.373,675,43.781,2.9552e+07
292,102.41,701,42.659,2.9904e+07
275,110.02,689,43.913,3.0256e+07
290,99.228,663,43.403,2.8776e+07
305,85.22,613,42.401,2.5992e+07
291,78.241,545,41.776,2.2768e+07
287,80.488,543,42.541,2.31e+07
277,91.913,596,42.718,2.546e+07
282,82.156,529,43.796,2.3168e+07
284,92.155,595,43.987,2.6172e+07
278,90.59,578,43.571,2.5184e+07
298,74.993,532,42.008,2.2348e+07
281,71.117,475,42.072,1.9984e+07
288,88.694,606,42.152,2.5544e+07
284,71.831,487,41.889,2.04e+07
311,85.788,641,41.622,2.668e+07
314,90.382,679,41.797,2.838e+07
302,83.272,614,40.958,2.5148e+07
292,95.082,656,42.323,2.7764e+07
289,101.45,696,42.126,2.932e+07
300,80.453,582,41.471,2.4136e+07
280,101.86,659,43.278,2.852e+07
341,82.393,661,42.505,2.8096e+07
293,79.181,546,42.491,2.32e+07
310,90.155,638,43.806,2.7948e+07
276,82.667,530,43.049,2.2816e+07
290,93.959,617,44.162,2.7248e+07
294,104.08,684,44.737,3.06e+07
296,100.78,681,43.806,2.9832e+07
270,92.844,567,44.212,2.5068e+07
278,82.489,537,42.704,2.2932e+07
292,72.274,512,41.219,2.1104e+07
251,71.809,430,41.916,1.8024e+07
308,73.429,559,40.458,2.2616e+07
293,83.836,578,42.498,2.4564e+07
316,75.342,565,42.138,2.3808e+07
288,81.403,555,42.241,2.3444e+07
288,79.333,547,41.77,2.2848e+07
297,93.966,655,42.608,2.7908e+07
295,88.976,606,43.314,2.6248e+07
301,100.25,679,44.442,3.0176e+07
293,82.375,568,42.493,2.4136e+07
281,82.05,547,42.15,2.3056e+07
272,81.368,515,42.975,2.2132e+07
312,78.705,595,41.271,2.4556e+07
296,80.784,560,42.7,2.3912e+07
281,81.851,536,42.91,2.3e+07
292,84.342,584,42.171,2.4628e+07
288,90.569,592,44.061,2.6084e+07
303,93.149,647,43.623,2.8224e+07
300,97.68,680,43.094,2.9304e+07
269,84.059,538,42.03,2.2612e+07
271,82.317,542,41.159,2.2308e+07
318,80.101,612,41.621,2.5472e+07
277,75.581,505,41.457,2.0936e+07
301,77.94,574,40.871,2.346e+07
303,93.069,673,41.902,2.82e+07
262,84.947,533,41.756,2.2256e+07
286,75.51,517,41.772,2.1596e+07
282,74.539,501,41.956,2.102e+07
303,89.413,637,42.531,2.7092e+07
294,93.524,647,42.498,2.7496e+07
290,99.448,674,42.789,2.884e+07
310,70.09,515,42.19,2.1728e+07
267,74.592,481,41.405,1.9916e+07
303,79.551,555,43.431,2.4104e+07
285,71.368,473,43.002,2.034e+07
284,95.592,624,43.506,2.7148e+07
286,77.65,529,41.981,2.2208e+07
264,71.197,448,41.955,1.8796e+07
292,91.027,615,43.22,2.658e+07
289,93.246,612,44.033,2.6948e+07
305,83.213,585,43.385,2.538e+07
318,76.415,574,42.334,2.43e+07
337,76.356,607,42.392,2.5732e+07
295,89.003,620,42.348,2.6256e+07
294,107.4,724,43.613,3.1576e+07
328,92.939,716,42.575,3.0484e+07
287,69.338,473,42.072,1.99e+07
284,78.972,544,41.228,2.2428e+07
291,82.034,571,41.807,2.3872e+07
269,85.874,518,44.595,2.31e+07
289,94.104,654,41.584,2.7196e+07
285,85.558,577,42.26,2.4384e+07
321,87.913,681,41.439,2.822e+07
287,98.425,682,41.419,2.8248e+07
308,98.039,713,42.351,3.0196e+07
284,121.82,819,42.242,3.4596e+07
304,90.566,643,42.818,2.7532e+07
300,86.493,625,41.517,2.5948e+07
268,84.522,530,42.74,2.2652e+07
292,91.055,605,43.947,2.6588e+07
307,74.098,543,41.893,2.2748e+07
283,81.625,550,42,2.31e+07
339,87.953,686,43.464,2.9816e+07
268,88.597,548,43.328,2.3744e+07
304,87.592,615,43.298,2.6628e+07
287,86.049,567,43.556,2.4696e+07
279,100.26,630,44.4,2.7972e+07
272,108.16,678,43.392,2.942e+07
286,85.035,568,42.817,2.432e+07
287,133.06,859,44.456,3.8188e+07
289,86.104,586,42.464,2.4884e+07
288,69.278,476,41.916,1.9952e+07
286,85.86,563,43.616,2.4556e+07
258,85.008,509,43.088,2.1932e+07
285,110.12,721,43.528,3.1384e+07
272,108.12,672,43.762,2.9408e+07
303,104.81,715,44.414,3.1756e+07
297,92.822,632,43.62,2.7568e+07
278,80.432,523,42.753,2.236e+07
315,80.102,596,42.336,2.5232e+07
264,103.06,629,43.256,2.7208e+07
310,78.181,573,42.297,2.4236e+07
304,81.921,600,41.507,2.4904e+07
280,74.086,470,44.136,2.0744e+07
283,73.102,477,43.371,2.0688e+07
297,82.882,566,43.491,2.4616e+07
303,95.683,657,44.128,2.8992e+07
299,91.211,627,43.496,2.7272e+07
306,99.085,699,43.376,3.032e+07
290,108.76,707,44.611,3.154e+07
313,93.329,664,43.994,2.9212e+07
292,91.849,622,43.119,2.682e+07
342,73.719,606,41.604,2.5212e+07
293,85.597,590,42.508,2.508e+07
341,72.481,584,42.322,2.4716e+07
278,77.424,501,42.962,2.1524e+07
289,89.785,598,43.391,2.5948e+07
301,86.233,603,43.045,2.5956e+07
286,99.552,686,41.504,2.8472e+07
271,92.856,581,43.312,2.5164e+07
289,86.63,598,41.866,2.5036e+07
315,92.47,681,42.772,2.9128e+07
285,85.347,581,41.866,2.4324e+07
290,92.179,620,43.116,2.6732e+07
282,78.553,527,42.034,2.2152e+07
304,77.579,559,42.19,2.3584e+07
317,87.344,635,43.603,2.7688e+07
302,101.11,681,44.84,3.0536e+07
294,95.864,668,42.192,2.8184e+07
317,83.672,626,42.371,2.6524e+07
297,83.515,573,43.288,2.4804e+07
298,87.409,595,43.778,2.6048e+07
288,91.139,594,44.189,2.6248e+07
297,82.236,570,42.849,2.4424e+07
295,90.671,613,43.635,2.6748e+07
297,131.56,850,45.967,3.9072e+07
324,86.272,649,43.069,2.7952e+07
266,100.95,613,43.804,2.6852e+07
284,92.07,598,43.726,2.6148e+07
281,104.31,668,43.88,2.9312e+07
286,79.958,532,42.985,2.2868e+07
302,80.742,589,41.399,2.4384e+07
287,80.07,552,41.63,2.298e+07
290,85.462,588,42.15,2.4784e+07
296,82.135,567,42.878,2.4312e+07
282,72.922,490,41.967,2.0564e+07
290,80.428,552,42.254,2.3324e+07
289,86.187,584,42.651,2.4908e+07
285,83.86,575,41.565,2.39e+07
268,101.46,660,41.2,2.7192e+07
287,73.491,485,43.489,2.1092e+07
294,86.816,604,42.258,2.5524e+07
283,80,539,42.004,2.264e+07
273,93.905,605,42.374,2.5636e+07
301,93.568,641,43.938,2.8164e+07
263,93.08,563,43.481,2.448e+07
274,116.92,707,45.313,3.2036e+07
275,81.193,524,42.611,2.2328e+07
305,93.062,653,43.467,2.8384e+07
288,86.639,578,43.17,2.4952e+07
299,82.408,572,43.077,2.464e+07
288,94.097,611,44.354,2.71e+07
282,88.681,583,42.895,2.5008e+07
302,71.735,519,41.742,2.1664e+07
316,71.557,539,41.952,2.2612e+07
285,83.326,550,43.178,2.3748e+07
284,97.408,642,43.09,2.7664e+07
301,87.841,591,44.738,2.644e+07
307,84.886,594,43.872,2.606e+07
291,86.062,570,43.937,2.5044e+07
279,75.828,517,40.921,2.1156e+07
333,74.27,593,41.707,2.4732e+07
294,85.81,600,42.047,2.5228e+07
301,100.27,685,44.058,3.018e+07
277,96.939,622,43.17,2.6852e+07
321,70.492,540,41.904,2.2628e+07
306,93.987,649,44.314,2.876e+07
285,95.663,607,44.916,2.7264e+07
302,77.073,534,43.588,2.3276e+07
317,89.237,652,43.387,2.8288e+07
290,83.628,581,41.742,2.4252e+07
335,76.561,590,43.471,2.5648e+07
306,77.895,560,42.564,2.3836e+07
290,84.124,579,42.135,2.4396e+07
300,82.093,589,41.813,2.4628e+07
302,104.42,746,42.273,3.1536e+07
283,115.84,751,43.654,3.2784e+07
306,102.18,729,42.892,3.1268e+07
290,98.097,681,41.774,2.8448e+07
300,110.88,782,42.537,3.3264e+07
309,101,748,41.722,3.1208e+07
322,95.106,706,43.377,3.0624e+07
303,103.96,708,44.492,3.15e+07
323,93.028,691,43.485,3.0048e+07
282,78.454,520,42.546,2.2124e+07
276,86.565,561,42.588,2.3892e+07
278,94.245,629,41.653,2.62e+07
287,89.895,600,43,2.58e+07
297,74.061,535,41.114,2.1996e+07
298,94.389,679,41.426,2.8128e+07
311,82.161,598,42.729,2.5552e+07
304,81.382,591,41.861,2.474e+07
252,77.492,458,42.638,1.9528e+07
275,82.036,535,42.168,2.256e+07
297,99.219,681,43.272,2.9468e+07
298,80.671,567,42.399,2.404e+07
303,78.68,559,42.648,2.384e+07
290,103.32,661,45.331,2.9964e+07
327,79.621,611,42.612,2.6036e+07
299,84.455,600,42.087,2.5252e+07
302,88.53,644,41.516,2.6736e+07
310,96.697,699,42.884,2.9976e+07
321,95.9,695,44.294,3.0784e+07
313,115.34,807,44.734,3.61e+07
302,114.65,780,44.39,3.4624e+07
256,146.62,810,46.341,3.7536e+07
185,231.98,888,48.329,4.2916e+07
243,181.81,943,46.85,4.418e+07
411,118.39,1093,44.52,4.866e+07
381,116.85,992,44.879,4.452e+07
307,83.674,598,42.957,2.5688e+07
309,91.042,650,43.28,2.8132e+07
290,95.586,633,43.791,2.772e+07
295,88.095,595,43.677,2.5988e+07
307,89.967,659,41.912,2.762e+07
347,93.36,747,43.368,3.2396e+07
315,85.854,629,42.995,2.7044e+07
304,79.316,569,42.376,2.4112e+07
313,95.387,670,44.561,2.9856e+07
292,88.685,603,42.945,2.5896e+07
343,91.324,738,42.444,3.1324e+07
290,101.43,695,42.325,2.9416e+07
296,102.93,711,42.852,3.0468e+07
315,93.676,690,42.765,2.9508e+07
292,77.137,526,42.821,2.2524e+07
276,92.217,583,43.657,2.5452e+07
312,97.551,691,44.046,3.0436e+07
305,85.613,624,41.846,2.6112e+07
301,94.512,658,43.234,2.8448e+07
313,78.569,575,42.769,2.4592e+07
302,73.854,522,42.728,2.2304e+07
316,87.152,652,42.239,2.754e+07
299,74.569,525,42.469,2.2296e+07
308,96.766,666,44.751,2.9804e+07
291,92.192,613,43.765,2.6828e+07
285,92.758,613,43.126,2.6436e+07
265,100.12,608,43.638,2.6532e+07
289,91.211,608,43.355,2.636e+07
286,88.503,584,43.342,2.5312e+07
269,86.706,548,42.562,2.3324e+07
295,118.58,764,45.785,3.498e+07
311,71.987,538,41.613,2.2388e+07
290,81.738,557,42.557,2.3704e+07
287,75.777,522,41.663,2.1748e+07
295,93.044,650,42.228,2.7448e+07
284,89.239,601,42.17,2.5344e+07
275,82.08,530,42.589,2.2572e+07
260,88.292,542,42.354,2.2956e+07
281,81.423,545,41.982,2.288e+07
306,73.804,536,42.134,2.2584e+07
303,73.743,537,41.609,2.2344e+07
283,78.12,522,42.352,2.2108e+07
268,101.76,626,43.565,2.7272e+07
304,83.868,603,42.282,2.5496e+07
310,79.626,579,42.632,2.4684e+07
272,81.868,512,43.492,2.2268e+07
293,85.543,583,42.991,2.5064e+07
315,76.533,578,41.709,2.4108e+07
293,84.587,585,42.366,2.4784e+07
320,74.987,578,41.516,2.3996e+07
289,85.287,575,42.866,2.4648e+07
309,86.278,625,42.656,2.666e+07
255,99.231,566,44.707,2.5304e+07
310,73.51,560,40.693,2.2788e+07
291,64.509,454,41.348,1.8772e+07
272,81.206,508,43.48,2.2088e+07
291,113.5,750,44.037,3.3028e+07
326,103.34,786,42.86,3.3688e+07
291,86.323,610,41.18,2.512e+07
296,90.311,638,41.9,2.6732e+07
292,82.342,592,40.615,2.4044e+07
282,62.638,440,40.145,1.7664e+07
296,89.905,623,42.716,2.6612e+07
276,73.29,478,42.318,2.0228e+07
291,76.825,524,42.664,2.2356e+07
319,79.273,592,42.716,2.5288e+07
324,84.951,642,42.872,2.7524e+07
290,73.214,511,41.55,2.1232e+07
319,74.207,593,39.919,2.3672e+07
291,76.165,511,43.374,2.2164e+07
252,79.524,466,43.004,2.004e+07
287,74.202,506,42.087,2.1296e+07
280,67.957,455,41.82,1.9028e+07
294,68.313,488,41.156,2.0084e+07
264,82.394,515,42.237,2.1752e+07
299,70.033,507,41.302,2.094e+07
300,81.48,596,41.013,2.4444e+07
289,70.74,497,41.135,2.0444e+07
295,66.224,470,41.566,1.9536e+07
259,91.274,552,42.826,2.364e+07
289,105.4,764,39.869,3.046e+07
267,115.15,775,39.67,3.0744e+07
304,91.382,722,38.476,2.778e+07
306,68.314,516,40.512,2.0904e+07
269,91.747,585,42.188,2.468e+07
265,88.362,528,44.348,2.3416e+07
269,76.714,495,41.689,2.0636e+07
297,70.357,497,42.044,2.0896e+07
315,66.425,508,41.189,2.0924e+07
309,85.812,603,43.973,2.6516e+07
288,76.792,535,41.338,2.2116e+07
311,80.81,597,42.097,2.5132e+07
305,81.587,574,43.352,2.4884e+07
286,79.343,534,42.494,2.2692e+07
289,85.744,596,41.577,2.478e+07
299,93.084,648,42.951,2.7832e+07
295,81.112,565,42.35,2.3928e+07
300,84.253,591,42.768,2.5276e+07
297,74.721,530,41.872,2.2192e+07
316,81.911,607,42.643,2.5884e+07
304,87.171,639,41.471,2.65e+07
288,98.792,661,43.044,2.8452e+07
317,81.653,609,42.502,2.5884e+07
